,0
0,-0.42893619491581614
1,-0.42893619491581614
2,-0.42893619491581614
3,-0.896363196810187
4,-0.42893619491581614
5,-0.42893619491581614
6,-0.42893619491581614
7,-0.42893619491581614
8,-0.42893619491581614
9,-0.42893619491581614
10,-0.42893619491581614
11,-0.42893619491581614
12,-0.42893619491581614
13,-0.42893619491581614
14,-0.42893619491581614
15,-0.42893619491581614
16,-0.42893619491581614
17,-0.42893619491581614
18,-0.42893619491581614
19,-0.42893619491581614
20,-0.42893619491581614
21,-0.42893619491581614
22,-0.42893619491581614
23,-0.42893619491581614
24,-0.42893619491581614
25,-0.42893619491581614
26,-0.42893619491581614
27,-0.42893619491581614
28,-0.42893619491581614
29,-0.42893619491581614
30,-0.42893619491581614
31,-0.42893619491581614
32,-0.42893619491581614
33,-0.42893619491581614
34,-0.42893619491581614
35,-0.42893619491581614
36,-0.42893619491581614
37,-0.42893619491581614
38,-0.42893619491581614
39,-0.42893619491581614
40,-0.42893619491581614
41,-0.42893619491581614
42,-0.42893619491581614
43,-0.42893619491581614
44,-0.42893619491581614
45,-0.42893619491581614
46,-0.42893619491581614
47,-0.42893619491581614
48,-0.42893619491581614
49,-0.42893619491581614
50,-0.42893619491581614
51,-0.42893619491581614
52,-0.42893619491581614
53,-0.9900590216433561
54,-0.42893619491581614
55,-0.42893619491581614
56,-0.42893619491581614
57,-0.42893619491581614
58,-0.42893619491581614
59,-0.42893619491581614
60,-0.42893619491581614
61,-0.42893619491581614
62,-0.42893619491581614
63,-0.42893619491581614
64,-0.42893619491581614
65,-0.42893619491581614
66,-0.42893619491581614
67,-0.42893619491581614
68,-0.42893619491581614
69,-0.42893619491581614
70,-0.42893619491581614
71,-0.42893619491581614
72,-0.42893619491581614
73,-0.42893619491581614
74,-0.42893619491581614
75,-0.42893619491581614
76,-0.42893619491581614
77,-0.42893619491581614
78,-0.42893619491581614
79,-0.42893619491581614
80,-0.896363196810187
81,-0.42893619491581614
82,-0.42893619491581614
83,-0.896363196810187
84,-0.42893619491581614
85,-0.42893619491581614
86,-0.42893619491581614
87,-0.42893619491581614
88,-0.42893619491581614
89,-0.42893619491581614
90,-0.42893619491581614
91,-0.42893619491581614
92,-0.896363196810187
93,-0.42893619491581614
94,-0.42893619491581614
95,-0.42893619491581614
96,-0.42893619491581614
97,-0.42893619491581614
98,-0.42893619491581614
99,-0.42893619491581614
100,-0.42893619491581614
101,-0.42893619491581614
102,-0.42893619491581614
103,-0.9991287805481117
104,-0.42893619491581614
105,-0.42893619491581614
106,-0.42893619491581614
107,-0.42893619491581614
108,-0.42893619491581614
109,-0.42893619491581614
110,-0.42893619491581614
111,-0.42893619491581614
112,-0.42893619491581614
113,-0.42893619491581614
114,-0.42893619491581614
115,-0.42893619491581614
116,-0.42893619491581614
117,-0.896363196810187
118,-0.42893619491581614
119,-0.9999242798859399
120,-0.42893619491581614
121,-0.42893619491581614
122,-0.42893619491581614
123,-0.42893619491581614
124,-0.42893619491581614
125,-0.42893619491581614
126,-0.42893619491581614
127,-0.42893619491581614
128,-0.896363196810187
129,-0.42893619491581614
130,-0.42893619491581614
131,-0.42893619491581614
132,-0.42893619491581614
133,-0.42893619491581614
134,-0.42893619491581614
135,-0.42893619491581614
136,-0.42893619491581614
137,-0.42893619491581614
138,-0.42893619491581614
139,-0.42893619491581614
140,-0.42893619491581614
141,-0.42893619491581614
142,-0.42893619491581614
143,-0.42893619491581614
144,-0.42893619491581614
145,-0.42893619491581614
146,-0.42893619491581614
147,-0.42893619491581614
148,-0.42893619491581614
149,-0.42893619491581614
150,-0.42893619491581614
151,-0.42893619491581614
152,-0.896363196810187
153,-0.896363196810187
154,-0.42893619491581614
155,-0.896363196810187
156,-0.896363196810187
157,-0.42893619491581614
158,-0.42893619491581614
159,-0.42893619491581614
160,-0.896363196810187
161,-0.42893619491581614
162,-0.896363196810187
163,-0.42893619491581614
164,-0.42893619491581614
165,-0.896363196810187
166,-0.42893619491581614
167,-0.42893619491581614
168,-0.42893619491581614
169,-0.42893619491581614
170,-0.42893619491581614
171,-0.42893619491581614
172,-0.42893619491581614
173,-0.42893619491581614
174,-0.42893619491581614
175,-0.42893619491581614
176,-0.42893619491581614
177,-0.42893619491581614
178,-0.42893619491581614
179,-0.896363196810187
180,-0.42893619491581614
181,-0.42893619491581614
182,-0.42893619491581614
183,-0.42893619491581614
184,-0.42893619491581614
185,-0.42893619491581614
186,-0.42893619491581614
187,-0.42893619491581614
188,-0.42893619491581614
189,-0.42893619491581614
190,-0.42893619491581614
191,-0.42893619491581614
