,0
0,-0.5389590300987659
1,-0.535206010580056
2,-0.5336220211244941
3,-0.5156884273604455
4,-0.5519452589368904
5,-0.5424496179037881
6,-0.5312209377933899
7,-0.5545544081322336
8,-0.5193500393400945
9,-0.5265202579163748
10,-0.551261712566208
11,-0.5413478910533303
12,-0.5602914433468227
13,-0.567295215766226
14,-0.5363746961732068
15,-0.5438426237803589
16,-0.5498996807205943
17,-0.5635997389900718
18,-0.5596665138401016
19,-0.5466241527175988
20,-0.5449288510294159
21,-0.553564685208576
22,-0.5370236151687899
23,-0.5289024115978082
24,-0.5455837486134463
25,-0.5486690531405247
26,-0.5541336806132574
27,-0.5292297114349636
28,-0.5544030016164405
29,-0.5432426214360071
30,-0.527492260224709
31,-0.5584214228248452
32,-0.5420761757570165
33,-0.5417536722595904
34,-0.5173265063487502
35,-0.5164431602025681
36,-0.5553337903940102
37,-0.5299970387302186
38,-0.5313150529423292
39,-0.5663287805265691
40,-0.5159526874812297
41,-0.5478180256687759
42,-0.5492770538922815
43,-0.5141012218169541
44,-0.5326485004354118
45,-0.5521495559748617
46,-0.5183305400716023
47,-0.5614791150053839
48,-0.5307360132424588
49,-0.5238217091930204
50,-0.5125842132637075
51,-0.5299916694341842
52,-0.5688789441780571
53,-0.5015452929574162
54,-0.5414398340043385
55,-0.5236956159161901
56,-0.5332745702521661
57,-0.58044877286004
58,-0.5283686399727873
59,-0.5307324138362195
60,-0.5387761336540116
61,-0.5645815086419174
62,-0.5623264478293595
63,-0.5270881573156672
64,-0.5423345897566135
65,-0.5383188103425842
66,-0.5516367810486809
67,-0.5464343023355569
68,-0.5585962048527638
69,-0.5583439699120913
70,-0.5680876118232995
71,-0.5544549297871877
72,-0.5366419080255675
73,-0.5498137191234819
74,-0.5273993875733243
75,-0.5274327435333999
76,-0.5093849589217259
77,-0.5204187096075695
78,-0.5211953465020882
79,-0.5334883752674799
80,-0.5132754583000233
81,-0.5584067030945898
82,-0.5392215644308738
83,-0.5014346424236606
84,-0.5236782708280743
85,-0.5448937745344746
86,-0.5270542943693712
87,-0.5230623775595248
88,-0.5146262272499169
89,-0.5373186793367144
90,-0.5410496509260172
91,-0.5298082053888795
92,-0.5024660293321148
93,-0.5285909323867592
94,-0.5389258409279287
95,-0.5222263686160389
96,-0.5488832980828315
97,-0.563616660883871
98,-0.5343933550272648
99,-0.5481091083240142
100,-0.5207209870352644
101,-0.5284988622931317
102,-0.5502190289974616
103,-0.5007702011037789
104,-0.517443415890323
105,-0.5082652952176241
106,-0.5299182711799517
107,-0.5038131800970576
108,-0.5516392489768922
109,-0.5286161120767816
110,-0.5433490627314894
111,-0.5455501895807904
112,-0.523261674579236
113,-0.5549640523762633
114,-0.5542265120250338
115,-0.5363757375614246
116,-0.5553721066990195
117,-0.5127382688722053
118,-0.5057571775267843
119,-0.5001024274168062
120,-0.5437683091831608
121,-0.5545300058314602
122,-0.526932117836186
123,-0.5595817976263444
124,-0.5294186699438681
125,-0.5286906497862773
126,-0.5710851155056408
127,-0.5309363867824137
128,-0.5126505215581407
129,-0.5256065170719293
130,-0.5379412676074878
131,-0.5463930372650505
132,-0.5271933309659914
133,-0.5426581657647203
134,-0.5403556263997311
135,-0.5460900064307789
136,-0.5738308334089687
137,-0.538920134558128
138,-0.536493198999904
139,-0.5111832356217143
140,-0.5310813819362572
141,-0.5450198035531206
142,-0.5539016952211098
143,-0.5661978731640639
144,-0.5339937592370851
145,-0.5550621209572559
146,-0.5214140559517466
147,-0.5429609901713113
148,-0.5789472201842916
149,-0.5118665576012069
150,-0.5301869111101309
151,-0.5265002954861682
152,-0.5075551489551399
153,-0.5058029488100456
154,-0.532707716216475
155,-0.5118853267336865
156,-0.5065779179452192
157,-0.5471029684629142
158,-0.5276695155558397
159,-0.5211744337454902
160,-0.5078078393507792
161,-0.5413933218966984
162,-0.503829599409352
163,-0.5248415606129867
164,-0.5353026319233889
165,-0.521074393248611
166,-0.5337282539585165
167,-0.5136352366805148
168,-0.5300173325991824
169,-0.5142794849907592
170,-0.522952203647524
171,-0.5251670187828751
172,-0.5115922993748041
173,-0.5410665916708537
174,-0.5168159031338485
175,-0.5478574531066482
176,-0.528329924655933
177,-0.5525141801594908
178,-0.5390620842495815
179,-0.5033755130408972
180,-0.5152665652243559
181,-0.5502218770202754
182,-0.5417772087676711
183,-0.5313691391218784
184,-0.5214293167676505
185,-0.558681764215932
186,-0.5219599431051232
187,-0.5454977541218086
188,-0.560377440584752
189,-0.510296047449382
190,-0.5639279865603641
191,-0.5301550744110051
192,-0.5640080748243326
193,-0.5419307387024865
194,-0.5249200051711799
195,-0.514350697170143
196,-0.5583687940935982
197,-0.5713066773755453
198,-0.5225049075875774
199,-0.50161444631919
200,-0.5499977230911962
201,-0.5223067047394273
202,-0.5316325741148723
203,-0.5653566889876408
204,-0.5025359351459611
205,-0.5543338184207369
206,-0.5206983498857474
207,-0.5012832134106233
208,-0.5073115218751318
209,-0.5111053904757489
210,-0.5343609381793352
211,-0.5515020011296681
212,-0.5483612101234365
213,-0.5297810486795829
214,-0.5483114290596887
215,-0.5529273480904724
216,-0.53318884757981
217,-0.5554129164425194
218,-0.5423651677325478
219,-0.5126862932614181
220,-0.5565850183556242
221,-0.5491458760913437
222,-0.5193202257451037
223,-0.5577764572373229
224,-0.5533418151440108
225,-0.5298006142581264
226,-0.5486167183203358
227,-0.5222185310950309
228,-0.5309922362993692
229,-0.544353497539346
230,-0.5395159023262457
231,-0.5621424819730598
232,-0.5435079888698322
233,-0.5009824825051753
234,-0.5345988802465071
235,-0.5116982239083799
236,-0.547805640776057
237,-0.5239808874835552
238,-0.5509776314439696
239,-0.5507804519043664
240,-0.5300040671390946
241,-0.5204657889206146
242,-0.5114994958605312
243,-0.5331875717860981
244,-0.554867488228348
245,-0.5612097010294088
246,-0.5269926687827977
247,-0.5545563753272199
248,-0.5344170477670819
249,-0.5001652535784327
250,-0.5289685472330983
251,-0.5195610296581741
252,-0.5514910767051211
253,-0.5825043186010037
254,-0.5211487514533881
255,-0.5013298237553802
256,-0.5612988449750665
257,-0.5474085007337639
258,-0.540122227406979
259,-0.5308425998713777
260,-0.5061875404779096
261,-0.5093029719295223
262,-0.5208286458852072
263,-0.5359570598861357
264,-0.5543963522195108
265,-0.551298168235627
266,-0.5455258206097751
267,-0.5842914049213082
268,-0.5516613136703294
269,-0.5694619245897095
270,-0.5717872439868337
271,-0.5517804239945944
272,-0.5379189528677033
273,-0.5408057536288069
274,-0.5349276088893625
275,-0.5463439646015449
276,-0.5605874330638927
277,-0.5177004697191141
278,-0.5348630689943108
279,-0.5483527623831006
280,-0.5400309597380125
281,-0.5272621818311638
282,-0.5247063688573428
283,-0.5498240664737573
284,-0.5490456210251616
285,-0.5078284204129456
286,-0.5035086606565207
287,-0.541726329154498
288,-0.5211311728312187
289,-0.5452290934719217
290,-0.5422500022983467
291,-0.5505861317925919
292,-0.5455467572970191
293,-0.5261317060085615
294,-0.5575799127112326
295,-0.5392815667894475
296,-0.5482102872547653
297,-0.562342414294452
298,-0.5676131799894624
299,-0.5271313020808192
300,-0.5491654788036331
301,-0.5447217412647831
302,-0.5499561411244558
303,-0.5197802036285722
304,-0.5235407048431809
305,-0.5663508109966825
306,-0.5649132635220734
307,-0.5263081748613836
308,-0.5706458946356936
309,-0.5201224176013598
310,-0.5197932206046654
311,-0.5293049387726522
312,-0.5274157432154303
313,-0.5677053643693762
314,-0.5211694797637085
315,-0.5361438778295947
316,-0.5262580573314204
317,-0.553162248350644
318,-0.5243406265913222
319,-0.5444202465939759
320,-0.5205049959552761
321,-0.5398466793445449
322,-0.5298722519747716
323,-0.5013555217040199
324,-0.5268221449415522
325,-0.5086108855150948
326,-0.5356394268202846
327,-0.5523457307417963
328,-0.5150986995018532
329,-0.5133431640060437
330,-0.559741130598925
331,-0.544637478490002
332,-0.5359007654991168
333,-0.5451548902327433
334,-0.5403200850505145
335,-0.5152904866359387
336,-0.5214442591506576
337,-0.518889949088496
338,-0.5375528224757635
339,-0.5194037659748598
340,-0.5015540898377737
341,-0.5464054544339272
342,-0.5226726012809458
343,-0.5139498809509737
344,-0.5555890799464807
345,-0.536636661304448
346,-0.5375132061253587
347,-0.5438289244187586
348,-0.5287483321016215
