,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-2.136616998777111,-1.6024813652449055,-0.4569223493380918,0.45313899717462935,-0.07231483515004589,-0.38464364362570574,0.485814297737931,0.6629186971843912,0.8342549023332504,-0.6386491314492714,0.6186762514189027,-0.18774876493086187,-1.1177419262879371
