,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1.1268438702784496,0.7767602991309255,0.5017676149153304,0.6131403645658561,0.4801765074696552,0.535297034350071,0.4004270045996749,0.40017729614186826,0.4537236111156015,0.6116537318375193,0.68637821227026,0.7110092681712454,0.7110092681712454
