,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.3143726878147616,0.38345562417919393,0.25200294364839404,0.16207764205370903,0.14618882524780855,0.11310054234749614,0.1101866896516989,0.10203357406617314,0.14969891644250688,0.11577267433136958,0.14070153748657807,0.15652781714959285,0.1357745824821086
