,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-8.795472376203554,-2.1474551003410447,-1.2300452765975114,-0.35333270644490455,-1.5556340448180601,-1.8622280132566649,-0.6839454243180596,-0.05698089975856191,-2.7434615050232196,-0.458079853353773,-0.5093273649826872,-0.8987680956409427,-2.128711294644069
