,0
0,-0.44121919133346055
1,-0.44121919133346055
2,-0.6513600333933202
3,-0.6513600333933202
4,-0.44121919133346055
5,-0.815516408745015
6,-0.6513600333933202
7,-0.2502172874863954
8,-0.6513600333933202
9,-0.44121919133346055
10,-0.44121919133346055
11,-0.44121919133346055
12,-0.2502172874863954
13,-0.44121919133346055
14,-0.2502172874863954
15,-0.44121919133346055
16,-0.9832089523479348
17,-0.9127352515604182
18,-0.6513600333933202
19,-0.2502172874863954
20,-0.44121919133346055
21,-0.44121919133346055
22,-0.44121919133346055
23,-0.44121919133346055
24,-0.6513600333933202
25,-0.44121919133346055
26,-0.44121919133346055
27,-0.44121919133346055
28,-0.44121919133346055
29,-0.44121919133346055
30,-0.2502172874863954
31,-0.2502172874863954
32,-0.6513600333933202
33,-0.6513600333933202
34,-0.6513600333933202
35,-0.6513600333933202
36,-0.44121919133346055
37,-0.44121919133346055
38,-0.6513600333933202
39,-0.815516408745015
40,-0.2502172874863954
41,-0.2502172874863954
42,-0.2502172874863954
43,-0.44121919133346055
44,-0.2502172874863954
45,-0.44121919133346055
46,-0.2502172874863954
47,-0.2502172874863954
48,-0.2502172874863954
49,-0.44121919133346055
50,-0.6513600333933202
51,-0.815516408745015
52,-0.44121919133346055
53,-0.44121919133346055
54,-0.44121919133346055
55,-0.44121919133346055
56,-0.6513600333933202
57,-0.44121919133346055
58,-0.815516408745015
59,-0.2502172874863954
60,-0.815516408745015
61,-0.9127352515604182
62,-0.2502172874863954
63,-0.44121919133346055
64,-0.6513600333933202
65,-0.44121919133346055
66,-0.44121919133346055
67,-0.2502172874863954
68,-0.2502172874863954
69,-0.815516408745015
70,-0.815516408745015
71,-0.2502172874863954
72,-0.44121919133346055
73,-0.44121919133346055
74,-0.44121919133346055
75,-0.815516408745015
76,-0.44121919133346055
77,-0.44121919133346055
78,-0.44121919133346055
79,-0.44121919133346055
80,-0.44121919133346055
81,-0.815516408745015
82,-0.44121919133346055
83,-0.9611617654771476
84,-0.6513600333933202
85,-0.2502172874863954
86,-0.6513600333933202
87,-0.2502172874863954
88,-0.44121919133346055
89,-0.2502172874863954
90,-0.44121919133346055
91,-0.2502172874863954
92,-0.2502172874863954
93,-0.2502172874863954
94,-0.44121919133346055
95,-0.2502172874863954
96,-0.6513600333933202
97,-0.2502172874863954
98,-0.44121919133346055
99,-0.44121919133346055
100,-0.44121919133346055
101,-0.6513600333933202
102,-0.2502172874863954
103,-0.44121919133346055
104,-0.6513600333933202
105,-0.44121919133346055
106,-0.44121919133346055
107,-0.815516408745015
108,-0.2502172874863954
109,-0.44121919133346055
110,-0.2502172874863954
111,-0.44121919133346055
112,-0.44121919133346055
113,-0.44121919133346055
114,-0.44121919133346055
115,-0.2502172874863954
116,-0.44121919133346055
117,-0.815516408745015
118,-0.2502172874863954
119,-0.44121919133346055
120,-0.2502172874863954
121,-0.2502172874863954
122,-0.6513600333933202
123,-0.6513600333933202
124,-0.44121919133346055
125,-0.6513600333933202
126,-0.44121919133346055
127,-0.44121919133346055
128,-0.44121919133346055
129,-0.2502172874863954
130,-0.9611617654771476
131,-0.6513600333933202
132,-0.44121919133346055
133,-0.815516408745015
134,-0.6513600333933202
135,-0.6513600333933202
136,-0.2502172874863954
137,-0.44121919133346055
138,-0.44121919133346055
139,-0.44121919133346055
140,-0.815516408745015
141,-0.44121919133346055
142,-0.6513600333933202
143,-0.2502172874863954
144,-0.44121919133346055
145,-0.44121919133346055
146,-0.9127352515604182
147,-0.44121919133346055
148,-0.6513600333933202
149,-0.6513600333933202
150,-0.2502172874863954
151,-0.2502172874863954
152,-0.815516408745015
153,-0.44121919133346055
154,-0.6513600333933202
155,-0.44121919133346055
156,-0.815516408745015
157,-0.6513600333933202
158,-0.44121919133346055
159,-0.6513600333933202
160,-0.44121919133346055
161,-0.2502172874863954
162,-0.44121919133346055
163,-0.44121919133346055
164,-0.6513600333933202
165,-0.6513600333933202
166,-0.44121919133346055
167,-0.2502172874863954
168,-0.44121919133346055
169,-0.44121919133346055
170,-0.815516408745015
171,-0.6513600333933202
172,-0.2502172874863954
173,-0.815516408745015
174,-0.6513600333933202
175,-0.2502172874863954
176,-0.44121919133346055
177,-0.44121919133346055
178,-0.2502172874863954
179,-0.9127352515604182
180,-0.44121919133346055
181,-0.2502172874863954
182,-0.2502172874863954
183,-0.2502172874863954
184,-0.2502172874863954
185,-0.2502172874863954
186,-0.44121919133346055
187,-0.815516408745015
188,-0.2502172874863954
189,-0.44121919133346055
190,-0.6513600333933202
191,-0.44121919133346055
192,-0.6513600333933202
193,-0.44121919133346055
194,-0.44121919133346055
195,-0.2502172874863954
196,-0.6513600333933202
197,-0.44121919133346055
198,-0.44121919133346055
199,-0.6513600333933202
200,-0.44121919133346055
201,-0.44121919133346055
202,-0.9611617654771476
203,-0.44121919133346055
204,-0.2502172874863954
205,-0.2502172874863954
206,-0.6513600333933202
207,-0.6513600333933202
208,-0.2502172874863954
209,-0.44121919133346055
210,-0.44121919133346055
211,-0.44121919133346055
212,-0.2502172874863954
213,-0.2502172874863954
214,-0.44121919133346055
215,-0.44121919133346055
216,-0.2502172874863954
217,-0.44121919133346055
218,-0.44121919133346055
219,-0.44121919133346055
220,-0.44121919133346055
221,-0.2502172874863954
