,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.3958845092924511,0.4215328038498107,0.28593151665323896,0.288111378329268,0.28817391709689805,0.2570185940847396,0.34141712769059507,0.28559739201893747,0.2925244138109929,0.44175182997991796,0.5025722303553588,0.5256515114042298,0.5256515114042298
