,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-1.5428839864430917,-0.523693205974623,-0.6830166318289242,1.355272173499238,-0.05286594126031663,0.7339004119103819,0.7543186920794988,-1.5077805007799758,-0.4987585934766223,-0.9588521844763827,-1.2373213843403672,-0.02110983586614762,-0.12312508677915901
