,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-9.968721754790167,-5.797464998682728,-5.806477255437892,-1.767828196159985,-2.0916833134816457,-1.4488581890829282,0.2138337153445452,-1.0228199484336535,-1.3944261061353609,-0.6076371632967177,-1.037427475120538,1.3744195914097785,1.8268914641800538
